0. Точка отсчёта ,,,,,,,,,,
Паспорт проекта,,,,,,,,,,
,"Что должно быть на выходе:
карта покрытия психослоев конкурентами → видно, где все давят на один слой и где пустота",,,,,,,,,
,,,,,,,,,,
"Конкуренты, повторяющиеся обещания","Суть: 
выявляет то, что рынок повторяет снова и снова.",,,,,,,,,
,"Отвечает за: 
понимание “базовой нормы” категории.",,,,,,,,,
,"Совет: 
всё, что повторяют все, редко даёт сильную дифференциацию.",,,,,,,,,
,"Инструкция: 
выделить повторяющиеся формулы, например “быстро”, “качественно”, “под ключ”, “с гарантией”.",,,,,,,,,
,,,,,,,,,,
"Конкуренты, пустоты и слабые места","Суть: 
показывает, что рынок недоговаривает или слабо раскрывает.",,,,,,,,,
,"Отвечает за: 
точки будущего усиления офера.",,,,,,,,,
,"Совет: 
искать не только слабый дизайн, а именно слабую аргументацию и недоработанные сценарии выбора.",,,,,,,,,
,"Инструкция: 
отметить, какие боли описаны слабо, какие доказательства отсутствуют, где нет ясного сценария действия.",,,,,,,,,
3. Боли и причины спроса,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Боли, явные","Суть: 
проблемы, которые человек формулирует прямо в запросе.",,,,,,,,,
,"Отвечает за: 
первичный вход в коммуникацию.",,,,,,,,,
,"Совет: 
сначала фиксировать буквальные боли рынка, а не креативные интерпретации команды.",,,,,,,,,
,"Инструкция: 
выписать боли, которые прямо читаются из запросов типа “не работает”, “дорого”, “срочно”, “ошибка”, “как выбрать”.",,,,,,,,,
"Боли, скрытые","Суть: 
проблемы, которые не названы напрямую, но стоят за запросом.",,,,,,,,,
,"Отвечает за: 
глубину офера и точность аргументации.",,,,,,,,,
,"Совет: 
скрытую боль выводить только из контекста спроса и конкурентного обещания.",,,,,,,,,
,"Инструкция: 
для каждого кластера спроса задать вопрос: “что случилось до этого запроса” и “что человек боится получить после выбора”.",,,,,,,,,
Причина спроса,"Суть: 
объясняет, почему рынок вообще ищет это решение сейчас.",,,,,,,,,
,"Отвечает за: 
понимание триггера покупки.",,,,,,,,,
,"Совет: 
причина спроса важнее абстрактного портрета клиента.",,,,,,,,,
,"Инструкция: 
для каждого кластера указать событие-триггер, например поломка, срочность, сравнение подрядчиков, недоверие, сложный выбор, желание премиального результата.",,,,,,,,,
4. JTBD,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"JTBD, функциональная работа","Суть: 
какую практическую задачу человек хочет решить.",,,,,,,,,
,"Отвечает за: 
рациональную часть офера.",,,,,,,,,
,"Совет: 
формулировать как прогресс в ситуации, а не как функцию продукта.",,,,,,,,,
,"Инструкция: 
закончить фразу: “Когда возникает [ситуация], мне нужно [прогресс], чтобы [результат]”.",,,,,,,,,
"JTBD, эмоциональная работа","Суть: 
что человек хочет перестать чувствовать или начать чувствовать.",,,,,,,,,
,"Отвечает за: 
эмоциональную силу коммуникации.",,,,,,,,,
,"Совет: 
не подменять эмоцию банальным “хочу удобно”.",,,,,,,,,
,"Инструкция: 
определить, что клиент хочет убрать: тревогу, стыд, неопределённость, усталость, страх ошибки.",,,,,,,,,
"JTBD, социальная работа","Суть: 
как решение помогает выглядеть в глазах других.",,,,,,,,,
,"Отвечает за: 
статусный и социальный слой выбора.",,,,,,,,,
,"Совет: 
особенно важно в премиуме, B2B и чувствительных категориях.",,,,,,,,,
,"Инструкция: 
понять, что человек хочет показать или избежать перед семьёй, коллегами, клиентами, руководством, аудиторией.",,,,,,,,,
"5. ЦА, сегменты и персоны",,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"ЦА, общий контур","Суть: 
показывает, какой тип людей или компаний вообще входит в рынок.",,,,,,,,,
,"Отвечает за: 
границы коммуникации и продукта.",,,,,,,,,
,"Совет: 
строить ЦА не по полу и возрасту, а по ситуации спроса.",,,,,,,,,
,"Инструкция: 
описать рынок через задачу, контекст обращения и уровень осознанности потребности.",,,,,,,,,
"Сегменты, по сценарию спроса","Суть: 
делит аудиторию по разным причинам обращения и логике выбора.",,,,,,,,,
,"Отвечает за: 
будущую вариативность оферов и посадок.",,,,,,,,,
,"Совет: 
лучший принцип сегментации здесь, не демография, а сценарий.",,,,,,,,,
,"Инструкция: 
разбить рынок на сегменты по интенту, срочности, риску, чеку, уровню доверия, типу результата.",,,,,,,,,
"Персоны, рабочие профили","Суть: 
помогает конкретизировать речь, возражения и триггеры в рамках сегмента.",,,,,,,,,
,"Отвечает за: 
тональность и акценты в коммуникации.",,,,,,,,,
,"Совет: 
использовать персоны только как рабочий инструмент, а не как декоративный маркетинг.",,,,,,,,,
,"Инструкция: 
на каждый ключевой сегмент собрать 1–2 типовых профиля с задачей, триггером, страхом и критерием выбора.",,,,,,,,,
6. Офер,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Офер, базовый","Суть: 
формулирует основное обещание продукта рынку.",,,,,,,,,
,"Отвечает за: 
ядро коммерческого сообщения.",,,,,,,,,
,"Совет: 
строить офер на реальном спросе и реальном сценарии выбора, а не на красивой формулировке.",,,,,,,,,
,"Инструкция: 
собрать формулу 
“для кого / в какой ситуации / какой результат / за счёт чего / почему нам можно верить”.",,,,,,,,,
,,,,,,,,,,
"Офер, по сегментам","Суть: 
адаптирует обещание под разные сценарии спроса.",,,,,,,,,
,"Отвечает за: 
рост конверсии по конкретным кластерам аудитории.",,,,,,,,,
,"Совет: 
менять не только слова, но и сам акцент, страх, доказательство и CTA.",,,,,,,,,
,"Инструкция: 
для каждого ключевого сегмента собрать отдельную версию офера.",,,,,,,,,
,,,,,,,,,,
"Офер, конкурентное отличие","Суть: 
показывает, почему выбрать именно нас, а не типовое предложение рынка.",,,,,,,,,
,"Отвечает за: 
дифференциацию.",,,,,,,,,
,"Совет: 
отличие должно быть значимо для выбора, а не просто “у нас индивидуальный подход”.",,,,,,,,,
,"Инструкция: 
вывести отличие из карты конкурентов и пустот в категории.",,,,,,,,,
,,,,,,,,,,
Выбор психологической доминанты,"Инструменты:
анализ спроса (психослои), анализ конкурентов (провалы), интервью с клиентами        ",,"доминанта:

причина выбора:

поддерживающие слои:",,,,,,,
,"Отвечает за:
стратегическое решение - на каком психологическом слое строим главное отличие                ",,,,,,,,,
,"Инструкция:
На основе данных Gate 1 выбрать доминирующий слой:
- Рациональная доминанта - если конкуренты не дают конкретики, а спрос требует цифр (редко)
- Иррациональная доминанта - если рынок перегружен рациональными обещаниями, а есть сильный страх/желание (чаще всего)
- Социальная доминанта - если есть явная референтная группа и статусное потребление (премиум-сегменты)
Остальные два слоя - поддержка, не акцент                

доминанта:

причина выбора:

поддерживающие слои:
",,,,,,,,,
,"Что должно быть на выходе:
четкое решение ""мы строим позиционирование на [слое]"" с обоснованием
",,,,,,,,,
,,,,,,,,,,
Трехслойная формула УТП,"Инструменты:
психологическая доминанта, конкурентный анализ, формулы УТП",,"заголовок (доминанта):

подзаголовок (рациональное):

доказательство (социальное):",,,,,,,
,"Отвечает за:
создание УТП, которое работает одновременно на всех трех уровнях восприятия",,,,,,,,,
,"Инструкция:
Создать трехслойную структуру:
- Заголовок (H1) - бьет в доминирующий слой (если доминанта иррациональная - заголовок про эмоцию)
- Подзаголовок - дает рациональное покрытие (цифры, сроки, факты, чтобы клиент мог объяснить покупку)
- Доказательство - социальный механизм (кто уже выбрал, референтная группа)

Пример:
Заголовок: ""Уборка, где вас не обманут"" [иррациональное - страх]
Подзаголовок: ""Фиксированная цена до начала работ. Договор с гарантиями"" [рациональное - факты]
Доказательство: ""Нам доверяют 847 семей в Москве"" [социальное - другие выбрали]                

заголовок (доминанта):

подзаголовок (рациональное):

доказательство (социальное):
",,,,,,,,,
,"Что должно быть на выходе:
готовая трехслойная формула УТП для всех точек контакта",,,,,,,,,
7. Коллаборационный потенциал,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
Коллаборационный потенциал,"Суть: 
фиксирует партнёрские возможности после анализа компании, ЦА и базового оффера.",,"Список партнёров, гипотезы, офферы, ссылки, переписка",,,,,,,
,"Отвечает за: 
поиск дополнительных офферов, акций и совместных сценариев продаж через партнёров.",,,,,,,,,
,"Совет: 
рассматривать только тех партнёров, чья аудитория реально пересекается с нашей ЦА.",,,,,,,,,
,"Инструкция: 
вписать партнёров, аудиторию, пересечение, формат коллаборации, оффер, сроки, каналы, условия и результат.",,,,,,,,,
,,,,,,,,,,
Партнёр,"Суть: 
фиксирует конкретную компанию или организацию для возможной коллаборации.",,"Сайт, контакт, переписка, договорённость",,,,,,,
,"Отвечает за: 
создание базы потенциальных и действующих партнёров.",,,,,,,,,
,"Совет: 
указывать не только название, но и тип партнёра: ЖК, ТЦ, клуб, отель, сервис, бренд.",,,,,,,,,
,"Инструкция: 
записать название, тип партнёра, статус отношений, контактное лицо, сайт или соцсети.",,,,,,,,,
,,,,,,,,,,
Аудитория партнёра,"Суть: 
показывает, кто является клиентами или пользователями партнёра.",,"Описание ЦА, сайт, презентация, данные партнёра",,,,,,,
,"Отвечает за: 
понимание ценности партнёра как источника аудитории.",,,,,,,,,
,"Совет: 
описывать аудиторию конкретно, без формулировок вроде “премиальная аудитория”.",,,,,,,,,
,"Инструкция: 
указать сегменты аудитории, их потребности, уровень дохода, сценарии покупки и связь с нашей услугой.",,,,,,,,,
,,,,,,,,,,
Пересечение с нашей ЦА,"Суть: 
объясняет, почему аудитория партнёра подходит компании.",,"Аналитическая заметка, JTBD, сегмент ЦА",,,,,,,
,Отвечает за: обоснование партнёрства на уровне маркетинговой логики.,,,,,,,,,
,"Совет: 
фиксировать конкретную точку совпадения: гардероб, спорт, дом, премиальный сервис, сезонная потребность.",,,,,,,,,
,"Инструкция: 
описать, какая часть аудитории партнёра совпадает с нашей ЦА и под какой продукт или услугу.",,,,,,,,,
,,,,,,,,,,
"Оффер, партнёрский","Суть: 
формулирует отдельное предложение для аудитории конкретного партнёра.",,"Текст оффера, макет, карточка акции",,,,,,,
,"Отвечает за: 
превращение партнёрства в понятное коммерческое предложение.",,,,,,,,,
,"Совет: 
партнёрский оффер должен отличаться от базового, иначе коллаборация не имеет смысла.",,,,,,,,,
,"Инструкция: 
собрать формулу: для кого / в какой ситуации / какой результат / за счёт чего / почему выгодно через партнёра.",,,,,,,,,
,,,,,,,,,,
Формат коллаборации,"Суть: 
фиксирует, как именно будет реализовано партнёрство.",,"Описание механики, письмо, согласование",,,,,,,
,"Отвечает за: 
перевод партнёрской идеи в рабочую механику.",,,,,,,,,
,"Совет: 
сразу выбирать конкретный формат: акция, спецусловия, промокод, QR, подарок, пакет, мероприятие.",,,,,,,,,
,"Инструкция: 
описать, что делает компания, что делает партнёр и какой путь проходит клиент.",,,,,,,,,
,,,,,,,,,,
Период проведения,"Суть: 
фиксирует даты и календарную привязку партнёрской активности.",,"Календарь, письмо, согласованный график",,,,,,,
,"Отвечает за: 
управление сроками акции или коллаборации.",,,,,,,,,
,"Совет: 
указывать не только даты, но и причину периода: сезон, событие, запуск, праздник, распродажа.",,,,,,,,,
,"Инструкция: 
указать дату старта, дату окончания, сезонный повод и срок действия условий.",,,,,,,,,
,,,,,,,,,,
Каналы размещения,"Суть: 
фиксирует, где будет опубликован партнёрский оффер.",,"Ссылка, скрин, макет, публикация",,,,,,,
,"Отвечает за: 
связь оффера с реальными точками контакта.",,,,,,,,,
,"Совет: 
указывать конкретные каналы, а не писать “онлайн” или “офлайн”.",,,,,,,,,
,"Инструкция: 
вписать сайт, приложение, Telegram, email, QR, ресепшен, стойку партнёра, соцсети или рассылку.",,,,,,,,,
,,,,,,,,,,
Условия и экономика,"Суть: 
фиксирует коммерческие условия партнёрской активности.",,"Расчёт, таблица условий, переписка",,,,,,,
,"Отвечает за: 
понятность выгоды для клиента, компании и партнёра.",,,,,,,,,
,"Совет: 
заранее указать ограничения, чтобы избежать спорных ситуаций.",,,,,,,,,
,"Инструкция: 
прописать скидку, бонус, промокод, бесплатную доставку, процент, бартер, срок действия и исключения.",,,,,,,,,
,,,,,,,,,,
Инструментирование,"Суть: 
фиксирует, как будут отслеживаться заявки и результат от партнёра.",,"QR, UTM, CRM-метка, тестовая заявка",,,,,,,
,"Отвечает за: 
измеримость партнёрской активности.",,,,,,,,,
,"Совет: 
без UTM, QR, промокода или CRM-метки результат будет невозможно нормально оценить.",,,,,,,,,
,"Инструкция: 
указать UTM-ссылку, QR, промокод, CRM-метку, отдельную форму, посадочную или способ ручной фиксации.",,,,,,,,,
,,,,,,,,,,
Результат коллаборации,"Суть: 
фиксирует итог партнёрской активности после запуска.",,"Отчёт, CRM, заявки, продажи, вывод",,,,,,,
,"Отвечает за: 
решение, продолжать, усиливать, менять или закрывать активность.",,,,,,,,,
,"Совет: 
оценивать не только заявки, но и качество лидов, заказы, выручку и повторные обращения.",,,,,,,,,
,"Инструкция: 
указать обращения, заявки, заказы, выручку, вывод и следующее действие.",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Юнит-экономика: целевые CPA/DRR, AOV/LTV, маржинальность",,,,,,,,,,
,,,,,,,,,,
2. Инструментирование - ДО трафика ,,,,,,,,,,
"1. Платформа бренда, где бренд вообще существует",,,,,,,,,,
Сервис: Tilda / сайт,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Tilda / сайт, структура страниц","Суть: 
формирует цифровое присутствие бренда, страницы услуг, статьи, квизы, формы, контакты. ",,,,,,,,,
,"Отвечает за: 
наличие самих страниц, через которые бренд существует онлайн. ",,,,,,,,,
,"Совет: 
сначала проверить, есть ли все ключевые страницы под реальные интенты. ",,,,,,,,,
,"Инструкция: 
собрать список обязательных страниц, проверить доступность и корректность URL.",,,,,,,,,
"Tilda / сайт, мобильная версия","Суть: 
обеспечивает нормальное восприятие бренда с телефона.",,,,,,,,,
,"Отвечает за: 
удобство чтения, кнопок, форм, квизов и CTA на мобильных устройствах.",,,,,,,,,
,"Совет: 
мобильную версию проверять вручную, не только в редакторе.",,,,,,,,,
,"Инструкция: 
пройти все ключевые страницы с телефона по сценариям пользователя",,,,,,,,,
"Tilda / сайт, формы","Суть:  
даёт возможность оставить заявку, записаться, связаться.",,,,,,,,,
,"Отвечает за: 
первичное получение лида. ",,,,,,,,,
,"Совет: 
каждая форма должна иметь понятную цель и отдельную проверку.",,,,,,,,,
,"Инструкция: 
протестировать все формы, поля, отправку и сценарий после отправки.",,,,,,,,,
"Tilda / сайт, квизы / тесты","Суть: 
сегментирует посетителя по проблеме или запросу.",,,,,,,,,
,"Отвечает за: 
предварительную квалификацию и прогрев лида.",,,,,,,,,
,"Совет: 
квиз должен вести к целевому действию, а не быть просто интерактивом.",,,,,,,,,
,"Инструкция: 
пройти весь квиз от начала до финала, проверить логику и результат.",,,,,,,,,
"Tilda / сайт, CTA и кнопки связи","Суть: 
направляет пользователя к следующему шагу.",,,,,,,,,
,"Отвечает за: 
переход в заявку, мессенджер, звонок, карту, email.",,,,,,,,,
,"Совет: 
все кнопки должны быть однозначны и рабочие.",,,,,,,,,
,"Инструкция: 
вручную протестировать все CTA на десктопе и мобильном.",,,,,,,,,
,,,,,,,,,,
2. Техническая основа доверия и доступности,,,,,,,,,,
Сервис: домен ,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
Домен,"Суть: 
это официальный адрес бренда в интернете.",,,,,,,,,
,"Отвечает за: 
доступ к сайту по корректному адресу.",,,,,,,,,
,"Совет: 
использовать один основной вариант домена без путаницы.",,,,,,,,,
,"Инструкция: 
проверить основной домен, www / без www, доступность и корректность открытия.",,,,,,,,,
Сервис: SSL,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
SSL / HTTPS,"Суть: 
защищённое соединение сайта.",,,,,,,,,
,"Отвечает за: 
доверие браузеров, безопасность и базовую техническую корректность.",,,,,,,,,
,"Совет: 
без HTTPS не запускать рекламу и формы.",,,,,,,,,
,"Инструкция: 
проверить, что все страницы открываются по HTTPS без предупреждений.",,,,,,,,,
Сервис: домен / хостинг / SSL,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
Редиректы,"Суть: 
направляют пользователя и поисковики на правильную версию сайта.",,,,,,,,,
,"Отвечает за: 
отсутствие дублей и технической путаницы.",,,,,,,,,
,"Совет: 
должен быть единый канонический маршрут.",,,,,,,,,
,"Инструкция: 
проверить переходы между версиями домена и служебными URL.",,,,,,,,,
,,,,,,,,,,
"3. Измерение, чтобы бренд не был “слепым”",,,,,,,,,,
Сервис: Яндекс Метрика,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Яндекс Метрика, счётчик","Суть: 
фиксирует визиты, источники трафика и поведение пользователей.",,,,,,,,,
,"Отвечает за: 
базовый сбор данных по сайту.",,,,,,,,,
,"Совет: 
счётчик должен стоять на всех страницах.",,,,,,,,,
,"Инструкция: 
проверить установку счётчика и появление визитов в интерфейсе.",,,,,,,,,
"Яндекс Метрика, цели","Суть: 
фиксирует ключевые действия пользователя.",,,,,,,,,
,"Отвечает за: 
измерение конверсий и основу для оптимизации рекламы.",,,,,,,,,
,"Совет: 
сначала настраивать только реальные бизнес-цели.",,,,,,,,,
,"Инструкция: 
создать цели на формы, звонки, мессенджеры, квизы, ключевые кнопки и протестировать каждую вручную.",,,,,,,,,
"Яндекс Метрика, события","Суть: 
отслеживает точечные действия пользователя.",,,,,,,,,
,"Отвечает за: 
более глубокую аналитику поведения.",,,,,,,,,
,"Совет: 
не создавать лишние события без управленческой пользы.",,,,,,,,,
,"Инструкция: 
определить важные действия и проверить их передачу.",,,,,,,,,
"Яндекс Метрика, Вебвизор","Суть: 
показывает реальные пользовательские сессии.",,,,,,,,,
,"Отвечает за: 
понимание, где человек теряется, бросает форму или не понимает интерфейс.",,,,,,,,,
,"Совет: 
использовать для диагностики слабых мест страниц.",,,,,,,,,
,"Инструкция: 
включить и проверить наличие записей визитов.",,,,,,,,,
"Яндекс Метрика, карты кликов / скролла","Суть: 
показывает как пользователь взаимодействует со страницей.",,,,,,,,,
,"Отвечает за: 
понимание видимости контента и CTA",,,,,,,,,
,"Совет: 
особенно полезно для длинных лендингов.",,,,,,,,,
,"Инструкция: 
открыть карты и проверить реальные паттерны поведения.",,,,,,,,,
UTM-разметка,"Суть: 
маркирует внешние источники трафика.",,,,,,,,,
,"Отвечает за: 
точное понимание, откуда пришёл пользователь.",,,,,,,,,
,"Совет: 
утвердить единую систему нейминга до запуска рекламы.",,,,,,,,,
,"Инструкция: 
сделать шаблон UTM и использовать его для всех ссылок.",,,,,,,,,
,,,,,,,,,,
4. Видимость бренда в поиске,,,,,,,,,,
Сервис: Яндекс Вебмастер,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Яндекс Вебмастер, подтверждение сайта","Суть: 
подключает сайт к инструментам контроля индексации.",,,,,,,,,
,"Отвечает за: 
доступ к диагностике сайта в поиске Яндекса.",,,,,,,,,
,"Совет: 
это один из базовых сервисов до SEO и контентного роста.",,,,,,,,,
,"Инструкция: 
подтвердить права на сайт и проверить доступ ко всем разделам.",,,,,,,,,
"Яндекс Вебмастер, sitemap.xml","Суть: 
передаёт поисковику карту страниц сайта.",,,,,,,,,
,"Отвечает за: 
ускорение обнаружения и обхода страниц.",,,,,,,,,
,"Совет: 
карта сайта должна быть актуальной.",,,,,,,,,
,"Инструкция: 
проверить URL sitemap и отправить его в Вебмастер.",,,,,,,,,
"Яндекс Вебмастер, robots.txt","Суть: 
задаёт правила обхода сайта роботами.",,,,,,,,,
,"Отвечает за: 
доступность или блокировку разделов для индексации.",,,,,,,,,
,"Совет: 
не блокировать нужные коммерческие страницы.",,,,,,,,,
,"Инструкция: 
проверить robots.txt и его соответствие задаче проекта.",,,,,,,,,
"Яндекс Вебмастер, индексация страниц","Суть: 
показывает, какие страницы попали в поиск.",,,,,,,,,
,"Отвечает за: 
фактическую поисковую видимость сайта.",,,,,,,,,
,"Совет: 
сначала контролировать ключевые коммерческие и контентные страницы.",,,,,,,,,
,"Инструкция: 
проверить статус индексации основных URL.",,,,,,,,,
"Яндекс Вебмастер, ошибки и диагностика","Суть: 
показывает технические проблемы сайта.",,,,,,,,,
,"Отвечает за: 
выявление барьеров для индексации и качества сайта.",,,,,,,,,
,"Совет: 
исправлять сначала критичные ошибки.",,,,,,,,,
,"Инструкция: 
пройти диагностику и зафиксировать список проблем.",,,,,,,,,
,,,,,,,,,,
5. Локальное присутствие и доверие к бренду,,,,,,,,,,
Сервис: Яндекс Бизнес,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Яндекс Бизнес, карточка компании","Суть: 
формирует присутствие бренда на картах и в локальной выдаче.",,,,,,,,,
,"Отвечает за: 
контакты, адрес, время работы, фотографии, услуги.",,,,,,,,,
,"Совет: 
карточка должна быть заполнена полностью.",,,,,,,,,
,"Инструкция: 
проверить название, описание, ссылки, фото, категории и контакты.",,,,,,,,,
"Яндекс Бизнес, отзывы","Суть: 
усиливают доверие к бренду.",,,,,,,,,
,"Отвечает за: 
социальное доказательство в локальной среде.",,,,,,,,,
,"Совет: 
отзывы должны быть не просто собраны, а поддерживаться в актуальном состоянии.",,,,,,,,,
,"Инструкция: 
проверить наличие отзывов, ответы и общую репутацию карточки.",,,,,,,,,
,,,,,,,,,,
6. Привлечение платного спроса,,,,,,,,,,
Сервис: Яндекс Директ,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"Яндекс Директ, поисковая реклама","Суть: 
показывает объявления по горячему спросу в поиске.",,,,,,,,,
,"Отвечает за: 
перехват сформированного спроса.",,,,,,,,,
,"Совет: 
запрос, объявление и посадочная должны быть максимально релевантны друг другу.",,,,,,,,,
,"Инструкция: 
собрать кластеры, объявления, минус-слова, расширения и связать с нужными посадками.",,,,,,,,,
"Яндекс Директ, РСЯ","Суть: 
показывает объявления на сайтах-партнёрах Яндекса.",,,,,,,,,
,"Отвечает за: 
охват, догрев, расширение касания с аудиторией.",,,,,,,,,
,"Совет: 
РСЯ нельзя оценивать так же, как поиск.",,,,,,,,,
,"Инструкция: 
подготовить отдельные баннеры, тексты, сегменты и посадки.",,,,,,,,,
"Яндекс Директ, ретаргетинг","Суть: 
возвращает пользователей, которые уже взаимодействовали с брендом.",,,,,,,,,
,"Отвечает за: 
повторное касание и дожим до заявки.",,,,,,,,,
,"Совет: 
запускать только после нормальной настройки Метрики и сегментов.",,,,,,,,,
,"Инструкция: 
собрать аудитории и задать для них отдельные сценарии рекламы.",,,,,,,,,
"Яндекс Директ, медийная реклама","Суть: 
работает на охват и узнаваемость бренда.",,,,,,,,,
,"Отвечает за: 
верхний уровень воронки и брендовый контакт.",,,,,,,,,
,"Совет: 
использовать, когда уже понятны KPI по узнаваемости или охвату.",,,,,,,,,
,"Инструкция: 
определить цель медийного размещения, подготовить креативы и формат измерения.",,,,,,,,,
"Яндекс Директ, структура аккаунта","Суть: 
организует рекламную систему по логике продукта, интента и сегментов.",,,,,,,,,
,"Отвечает за: 
управляемость рекламного кабинета.",,,,,,,,,
,"Совет: 
сначала проектировать структуру, потом запускать кампании.",,,,,,,,,
,"Инструкция: 
определить типы кампаний, посадки, гео, цели и нейминг.",,,,,,,,,
,,,,,,,,,,
7. Приём и фиксация лидов,,,,,,,,,,
Сервис: CRM,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
"CRM, карточка лида","Суть: 
фиксирует входящее обращение пользователя.",,,,,,,,,
,"Отвечает за:
охранность и структурирование лида.",,,,,,,,,
,"Совет: 
в карточке должны быть источник, контакт, страница и дата обращения.",,,,,,,,,
,"Инструкция: 
проверить структуру полей и обязательные данные.",,,,,,,,,
"CRM, воронка / статусы","Суть: 
показывает этап обработки лида.",,,,,,,,,
,"Отвечает за: 
управляемость продаж и контроль потерь.",,,,,,,,,
,"Совет: 
статусы должны отражать реальный путь клиента, а не абстрактные этапы.",,,,,,,,,
,"Инструкция: 
собрать понятную воронку обработки заявок.",,,,,,,,,
"CRM, источник лида","Суть: 
сохраняет происхождение обращения.",,,,,,,,,
,"Отвечает за: 
связь между рекламой, сайтом и продажами.",,,,,,,,,
,"Совет: 
без источника теряется смысл маркетинговой аналитики.",,,,,,,,,
,"Инструкция: 
проверить передачу UTM, страницы входа и рекламного источника.",,,,,,,,,
,,,,,,,,,,
8. Передача лидов из сайта в систему,,,,,,,,,,
Сервис: интеграции сайта,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
Интеграция сайта с CRM,"Суть: 
автоматически передаёт заявки с сайта в CRM.",,,,,,,,,
,"Отвечает за: 
отсутствие ручных потерь лидов.",,,,,,,,,
,"Совет: 
до трафика это должно быть протестировано минимум несколько раз.",,,,,,,,,
,"Инструкция: 
отправить тестовые заявки и проверить корректность полей.",,,,,,,,,
Email-уведомления,"Суть: 
сообщает команде о новой заявке.",,,,,,,,,
,"Отвечает за: 
оперативное оповещение.",,,,,,,,,
,"Совет: 
это резервный канал, а не замена CRM.",,,,,,,,,
,"Инструкция: 
проверить адресатов, тему, состав письма и попадание не в спам.",,,,,,,,,
Telegram / WhatsApp-уведомления,"Суть: 
дублирует уведомления в быстрый канал связи.",,,,,,,,,
,"Отвечает за: 
скорость реакции менеджера.",,,,,,,,,
,"Совет: 
использовать для критичных обращений и оперативного контроля.",,,,,,,,,
,"Инструкция: 
настроить шаблон уведомления и протестировать.",,,,,,,,,
Коллтрекинг,"Суть: 
отслеживает звонки как лиды.",,,,,,,,,
,"Отвечает за: 
фиксацию телефонных обращений по каналам.",,,,,,,,,
,"Совет: 
нужен, если звонки важны как основной или заметный канал.",,,,,,,,,
,"Инструкция: 
подключить подмену номеров и проверить фиксацию звонка.",,,,,,,,,
,,,,,,,,,,
9. Возврат данных обратно в маркетинг,,,,,,,,,,
Сервис: CRM + аналитика + реклама,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
Передача статусов из CRM в аналитику,"Суть: 
связывает лид с его качеством и судьбой.",,,,,,,,,
,"Отвечает за: 
понимание не только количества лидов, но и их качества.",,,,,,,,,
,"Совет: 
передавать назад только meaningful-статусы.",,,,,,,,,
,"Инструкция: 
определить какие этапы продаж имеют ценность для маркетинга.",,,,,,,,,
Передача офлайн-конверсий в рекламу,"Суть: 
помогает обучать рекламные системы по качественным обращениям.",,,,,,,,,
,"Отвечает за: 
улучшение оптимизации кампаний.",,,,,,,,,
,"Совет: 
подключать только после нормальной дисциплины CRM.",,,,,,,,,
,"Инструкция: 
определить, какие события считаются качественной конверсией и как они передаются.",,,,,,,,,
,,,,,,,,,,
10. Юридическая и техническая защита,,,,,,,,,,
Сервис: правовая и техническая инфраструктура,,,,,,,,,,
Элемент,Суть+Советы+Инструкция,Статус,Доказательство,,,,,,,
Политика конфиденциальности,"Суть: 
закрывает вопрос обработки персональных данных.",,,,,,,,,
,"Отвечает за: 
юридическую корректность форм и заявок.",,,,,,,,,
,"Совет: 
ссылка на политику должна быть рядом с формами.",,,,,,,,,
,"Инструкция: 
проверить наличие документа и привязку ко всем формам.",,,,,,,,,
Согласие на обработку данных,"Суть: 
фиксирует правовое основание для отправки данных пользователем.",,,,,,,,,
